5.5825e-04	1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04        1.5725e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
1.5725e-04	2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04        2.2223e-04
