0.538	0.078	0.328	0	0.056	5.77032	15
0.606	0.074	0.277	0	0.043	5.86405	18
0.607	0.074	0.277	0	0.042	5.86227	18
0.603	0.076	0.276	0	0.045	5.87198	18
0.606	0.074	0.277	0	0.043	5.86405	18
0.557	0.076	0.313	0	0.054	5.80031	25
0.606	0.074	0.274	0	0.046	5.8765	18
0.538	0.078	0.328	0	0.056	5.77032	15
0.538	0.078	0.328	0	0.056	5.77032	40
0.538	0.078	0.328	0	0.056	5.77032	95
0.619	0.067	0.272	0	0.042	5.86712	37.9
0.584	0.068	0.298	0	0.05	5.82074	45.9
0.543	0.07	0.329	0	0.058	5.76351	64.7
1	0	0	0	0	6.37	8.76
1	0	0	0	0	6.37	32.8
1	0	0	0	0	6.37	92.3
1	0	0	0	0	6.37	57
1	0	0	0	0	6.37	34
1	0	0	0	0	6.37	18.2
1	0	0	0	0	6.37	23.8
0.926	0.061	0.008	0	0.005	6.42094	7.2
0.496	0.087	0.351	0	0.066	5.74261	1000
0.6	0.07	0.27	0	0.06	5.9069	800
0.52	0.087	0.333	0	0.06	5.77459	415
0.5273	0.07352	0.33411	0	0.06507	5.7675	294
0.54571	0.07343	0.3201	0	0.06076	5.79295	294
0.55741	0.07434	0.30975	0	0.0581	5.8111	294
0.56754	0.07429	0.30174	0	0.05643	5.82961	294
0.57878	0.07392	0.29384	0	0.05346	5.84268	294
0.58793	0.07387	0.28674	0	0.05146	5.8559	294
0.59908	0.07382	0.27861	0	0.04849	5.86983	294
0.62001	0.07404	0.26211	0	0.04384	5.90087	294
0.5113	0.0767	0.3445	0	0.0675	5.75038	550
0.5279	0.0766	0.3326	0	0.0629	5.7703	550
0.5418	0.0764	0.3219	0	0.0599	5.79012	550
0.5553	0.0762	0.3113	0	0.0572	5.81024	550
0.5699	0.076	0.2992	0	0.0549	5.83462	550
0.5849	0.0758	0.2878	0	0.0515	5.85538	550
0.6033	0.0757	0.2744	0	0.0466	5.87832	550
0.6304	0.0754	0.2525	0	0.0417	5.9212	550
1	0	0	0	0	6.37	10.3
0.5113	0.0767	0.343059	0	0.0689412	5.75637	550
0.5279	0.0766	0.331249	0	0.0642508	5.77591	550
0.5418	0.0764	0.32061	0	0.0611897	5.79547	550
0.5553	0.0762	0.310066	0	0.0584341	5.81536	550
0.5699	0.076	0.298015	0	0.0560847	5.83953	550
0.5849	0.0758	0.286684	0	0.0526157	5.86001	550
0.6033	0.0757	0.273382	0	0.0476176	5.88254	550
0.6304	0.0754	0.251586	0	0.0426144	5.925	550
